0,Store ID,Gregorian Date,Hijri Date,Day,Greg. Month,Hijri Month,Location,Store Size,Parking,Mall,Work Hours,Cost/day,Promotion,Customer Base,Advertisements,Competition,Customers,Profit/day
5082,fil-3401,2010-11-17 00:00:00,1431-12-11,Wednesday,November,Dhul-Hijjah,,Hyper,445,Yes,24 hrs,SAR 48707.0,None,299799,0,10,3237,SAR 158679
5083,fil-3402,2010-11-17 00:00:00,1431-12-11,Wednesday,November,Dhul-Hijjah,Center,Hyper,640,No,18 hrs,SAR 33575.0,Regular,668375,334187,8,5639,SAR 246607
5084,fil-3403,2010-11-17 00:00:00,1431-12-11,Wed,November,Dhul-Hijjah,Center,Grande,1995,No,18 hrs,SAR 748802.0,Regular,739127,443476,6,10841,SAR 594159
5085,fil-3404,2010-11-17 00:00:00,1431-12-11,Wednesday,November,Dhul-Hijjah,Border,Grande,3125,Yes,18 hrs,SAR 354199.0,Grand,488394,244197,2,5545,SAR 284023
5086,fil-3405,2010-11-17 00:00:00,1431-12-11,Wednesday,November,Dhul-Hijjah,Center,Hyper,925,Yes,12 hrs,SAR 17081.0,None,456321,0,5,5932,SAR 258543
5087,fil-3406,2010-11-17 00:00:00,1431-12-11,Wednesday,November,Dhul-Hijjah,Border,Hyper,1645,Yes,24 hrs,SAR 21213.0,None,236781,0,2,4127,SAR 226704
5088,fil-3407,2010-11-17 00:00:00,1431-12-11,Wednesday,November,Dhul-Hijjah,Center,Hyper,870,Yes,12 hrs,SAR 12043.0,Regular,589462,176838,10,3890,SAR 175641
5089,fil-3408,2010-11-17 00:00:00,1431-12-11,Wednesday,November,Dhul-Hijjah,Outskirts,,1535,No,12 hrs,SAR 996.0,None,174607,0,1,2843,SAR 147545
5090,fil-3409,2010-11-17 00:00:00,1431-12-11,Wednesday,November,Dhul-Hijjah,Border,Grande,3070,No,12 hrs,SAR 93456.0,None,650785,0,1,12156,SAR 615759
5091,fil-3410,2010-11-17 00:00:00,1431-12-11,Wednesday,November,Dhul-Hijjah,Center,Regular,300,No,12 hrs,SAR 7818.0,None,346097,0,5,6197,SAR 291447
5092,fil-3411,2010-11-17 00:00:00,1431-12-11,Wed,,Dhul-Hijjah,Center,Hyper,760,Yes,24 hrs,SAR 82412.0,None,663057,0,11,6763,SAR 352468
5093,fil-3401,2010-11-18 00:00:00,1431-12-12,Thursday,,Dhul-Hijjah,Center,Hyper,445,Yes,24 hrs,SAR 52682.0,None,291381,0,10,3321,SAR 171710
5094,fil-3402,2010-11-18 00:00:00,1431-12-12,Thursday,November,Dhul-Hijjah,,Hyper,640,No,18 hrs,SAR 33619.0,None,667467,0,8,7679,SAR 398277
5095,fil-3403,2010-11-18 00:00:00,1431-12-12,Thursday,,Dhul-Hijjah,Center,Grande,1995,No,18 hrs,SAR 685982.0,Regular,729739,437843,6,11661,SAR 572331
5096,fil-3404,2010-11-18 00:00:00,1431-12-12,Thursday,November,Dhul-Hijjah,Border,Grande,3125,Yes,18 hrs,SAR 340610.0,Regular,489354,195741,2,6107,SAR 263101
5097,fil-3405,2010-11-18 00:00:00,1431-12-12,Thursday,November,Dhul-Hijjah,Center,Hyper,925,Yes,12 hrs,SAR 17953.0,Grand,453148,271888,5,4418,SAR 213249
5098,fil-3406,2010-11-18 00:00:00,1431-12-12,,Nov,Dhul-Hijjah,Border,,1645,Yes,24 hrs,SAR 28648.0,None,236431,0,2,3382,SAR 178521
5099,fil-3407,2010-11-18 00:00:00,1431-12-12,Thu,November,Dhul-Hijjah,Center,Hyper,870,Yes,12 hrs,SAR 11562.0,None,589559,0,10,8489,SAR 410573
5100,fil-3408,2010-11-18 00:00:00,1431-12-12,Thursday,November,Dhul-Hijjah,Outskirts,Regular,1535,No,12 hrs,SAR 1128.0,Regular,174232,87116,1,2754,SAR 123204
5101,fil-3409,2010-11-18 00:00:00,1431-12-12,Thu,Nov,Dhul-Hijjah,Border,Grande,3070,No,12 hrs,SAR 145816.0,None,650783,0,1,13590,SAR 599592
5102,fil-3410,2010-11-18 00:00:00,1431-12-12,Thu,November,Dhul-Hijjah,Center,Regular,300,No,12 hrs,SAR 6983.0,None,345241,0,5,5345,SAR 285352
5103,fil-3411,2010-11-18 00:00:00,1431-12-12,,,Dhul-Hijjah,,Hyper,760,Yes,24 hrs,SAR 80325.0,None,664017,0,11,7569,SAR 403535
5104,fil-3401,2010-11-19 00:00:00,1431-12-13,Friday,,Dhul-Hijjah,Center,,445,Yes,24 hrs,SAR 40063.0,None,290497,0,10,5500,SAR 244605
5105,fil-3402,2010-11-19 00:00:00,1431-12-13,Friday,November,Dhul-Hijjah,Center,,640,No,18 hrs,SAR 29578.0,None,668984,0,8,8869,SAR 492103
5106,fil-3403,2010-11-19 00:00:00,1431-12-13,Friday,November,Dhul-Hijjah,Center,Grande,1995,No,18 hrs,SAR 748644.0,None,731304,0,6,15203,SAR 821684
5107,fil-3404,2010-11-19 00:00:00,1431-12-13,Friday,,Dhul-Hijjah,Border,Grande,3125,Yes,18 hrs,SAR 444195.0,Regular,490863,196345,2,6957,SAR 338586
5108,fil-3405,2010-11-19 00:00:00,1431-12-13,Friday,November,Dhul-Hijjah,Center,Hyper,925,Yes,12 hrs,SAR 18491.0,Regular,452528,271516,5,3638,SAR 194346
5109,fil-3406,2010-11-19 00:00:00,1431-12-13,,November,Dhul-Hijjah,Border,Hyper,1645,Yes,24 hrs,SAR 21672.0,Grand,236407,141844,2,2136,SAR 91374
5110,fil-3407,2010-11-19 00:00:00,1431-12-13,Friday,November,Dhul-Hijjah,Center,Hyper,870,Yes,12 hrs,SAR 13702.0,None,591953,0,10,9009,SAR 446972
5111,fil-3408,2010-11-19 00:00:00,1431-12-13,Friday,Nov,Dhul-Hijjah,Outskirts,Regular,1535,No,12 hrs,SAR 960.0,None,174377,0,1,4104,SAR 202068
5112,fil-3409,2010-11-19 00:00:00,1431-12-13,Friday,November,Dhul-Hijjah,Border,Grande,3070,No,12 hrs,SAR 121666.0,Regular,650795,325397,1,9043,SAR 540756
5113,fil-3410,2010-11-19 00:00:00,1431-12-13,Friday,November,Dhul-Hijjah,Center,,300,No,12 hrs,SAR 7034.0,None,344686,0,5,5056,SAR 238656
5114,fil-3411,2010-11-19 00:00:00,1431-12-13,Friday,November,Dhul-Hijjah,Center,Hyper,760,Yes,24 hrs,SAR 81090.0,None,663192,0,11,9702,SAR 554877
5115,fil-3401,2010-11-20 00:00:00,1431-12-14,Saturday,November,Dhul-Hijjah,Center,Hyper,445,Yes,24 hrs,SAR 44271.0,None,290557,0,10,3593,SAR 167864
5116,fil-3402,2010-11-20 00:00:00,1431-12-14,,November,Dhul-Hijjah,Center,Hyper,640,No,18 hrs,SAR 37655.0,None,677382,0,8,10711,SAR 500598
5117,fil-3403,2010-11-20 00:00:00,1431-12-14,Sat,November,Dhul-Hijjah,,Grande,1995,No,18 hrs,SAR 752075.0,None,732260,0,6,9977,SAR 578299
5118,fil-3404,2010-11-20 00:00:00,1431-12-14,Saturday,November,Dhul-Hijjah,Border,Grande,3125,Yes,18 hrs,SAR 299476.0,None,488471,0,2,6945,SAR 365520
5119,fil-3405,2010-11-20 00:00:00,1431-12-14,Saturday,November,Dhul-Hijjah,Center,Hyper,925,Yes,12 hrs,SAR 16555.0,Regular,455060,136518,5,5281,SAR 284799
5120,fil-3406,2010-11-20 00:00:00,1431-12-14,Sat,November,Dhul-Hijjah,Border,Hyper,1645,Yes,24 hrs,SAR 20907.0,Regular,236407,141844,2,2844,SAR 161638
5121,fil-3407,2010-11-20 00:00:00,1431-12-14,Sat,Nov,Dhul-Hijjah,Center,Hyper,870,Yes,12 hrs,SAR 12486.0,Grand,590474,354284,10,3542,SAR 201347
5122,fil-3408,2010-11-20 00:00:00,1431-12-14,Saturday,November,Dhul-Hijjah,Outskirts,Regular,1535,No,12 hrs,SAR 977.0,None,174223,0,1,3446,SAR 182796
5123,fil-3409,2010-11-20 00:00:00,1431-12-14,Saturday,November,Dhul-Hijjah,Border,Grande,3070,No,12 hrs,SAR 112650.0,None,650843,0,1,15850,SAR 834215
5124,fil-3410,2010-11-20 00:00:00,1431-12-14,Saturday,November,Dhul-Hijjah,,Regular,300,No,12 hrs,SAR 7887.0,Regular,343690,103107,5,4724,SAR 270719
5125,fil-3411,2010-11-20 00:00:00,1431-12-14,Saturday,November,Dhul-Hijjah,Center,Hyper,760,Yes,24 hrs,SAR 65904.0,None,663288,0,11,6475,SAR 329985
5126,fil-3401,2010-11-21 00:00:00,1431-12-15,Sunday,November,Dhul-Hijjah,Center,Hyper,445,Yes,24 hrs,SAR 50041.0,Regular,290499,174299,10,3137,SAR 170105
5127,fil-3402,2010-11-21 00:00:00,1431-12-15,Sunday,November,Dhul-Hijjah,,Hyper,640,No,18 hrs,SAR 39677.0,None,673848,0,8,5087,SAR 236023
5128,fil-3403,2010-11-21 00:00:00,1431-12-15,Sun,November,Dhul-Hijjah,Center,Grande,1995,No,18 hrs,SAR 765658.0,None,729734,0,6,11723,SAR 497947
5129,fil-3404,2010-11-21 00:00:00,1431-12-15,Sunday,November,Dhul-Hijjah,Border,Grande,3125,Yes,18 hrs,SAR 402854.0,None,488434,0,2,4136,SAR 204797
5130,fil-3405,2010-11-21 00:00:00,1431-12-15,Sunday,November,Dhul-Hijjah,,Hyper,925,Yes,12 hrs,SAR 14712.0,None,452564,0,5,3235,SAR 167603
5131,fil-3406,2010-11-21 00:00:00,1431-12-15,Sun,November,Dhul-Hijjah,Border,,1645,Yes,24 hrs,SAR 25868.0,Regular,242835,145701,2,4211,SAR 237519
5132,fil-3407,2010-11-21 00:00:00,1431-12-15,Sunday,November,Dhul-Hijjah,Center,Hyper,870,Yes,12 hrs,SAR 13336.0,Regular,589465,235786,10,6366,SAR 305748
5133,fil-3408,2010-11-21 00:00:00,1431-12-15,Sunday,November,Dhul-Hijjah,Outskirts,Regular,1535,No,12 hrs,SAR 1105.0,Grand,176796,88398,1,3489,SAR 176268
5134,fil-3409,2010-11-21 00:00:00,1431-12-15,Sunday,November,Dhul-Hijjah,Border,Grande,3070,No,12 hrs,SAR 158566.0,None,650882,0,1,12145,SAR 675567
5135,fil-3410,2010-11-21 00:00:00,1431-12-15,Sunday,November,Dhul-Hijjah,Center,,300,No,12 hrs,SAR 7876.0,None,343696,0,5,6846,SAR 353982
5136,fil-3411,2010-11-21 00:00:00,1431-12-15,Sunday,Nov,Dhul-Hijjah,Center,Hyper,760,Yes,24 hrs,SAR 82538.0,Regular,665611,332805,11,6789,SAR 380915
5137,fil-3401,2010-11-22 00:00:00,1431-12-16,Monday,November,Dhul-Hijjah,Center,Hyper,445,Yes,24 hrs,SAR 38209.0,None,290400,0,10,3484,SAR 186659
5138,fil-3402,2010-11-22 00:00:00,1431-12-16,Mon,November,Dhul-Hijjah,Center,Hyper,640,No,18 hrs,SAR 40320.0,Regular,667445,200233,8,8116,SAR 419297
5139,fil-3403,2010-11-22 00:00:00,1431-12-16,Monday,Nov,Dhul-Hijjah,Center,Grande,1995,No,18 hrs,SAR 672564.0,None,729828,0,6,11443,SAR 570289
5140,fil-3404,2010-11-22 00:00:00,1431-12-16,Monday,Nov,Dhul-Hijjah,Border,Grande,3125,Yes,18 hrs,SAR 336894.0,None,488785,0,2,9232,SAR 397090
5141,fil-3405,2010-11-22 00:00:00,1431-12-16,Monday,November,Dhul-Hijjah,Center,Hyper,925,Yes,12 hrs,SAR 18730.0,None,452565,0,5,6471,SAR 356320
5142,fil-3406,2010-11-22 00:00:00,1431-12-16,Monday,,Dhul-Hijjah,Border,Hyper,1645,Yes,24 hrs,SAR 21508.0,None,236395,0,2,3485,SAR 157754
5143,fil-3407,2010-11-22 00:00:00,1431-12-16,Monday,November,Dhul-Hijjah,Center,Hyper,870,Yes,12 hrs,SAR 11118.0,Regular,589465,294732,10,4244,SAR 201091
5144,fil-3408,2010-11-22 00:00:00,1431-12-16,Monday,November,Dhul-Hijjah,,Regular,1535,No,12 hrs,SAR 1198.0,Regular,174282,104569,1,3502,SAR 151936
5145,fil-3409,2010-11-22 00:00:00,1431-12-16,Monday,November,Dhul-Hijjah,Border,Grande,3070,No,12 hrs,SAR 156926.0,Grand,652436,195730,1,7879,SAR 441530
5146,fil-3410,2010-11-22 00:00:00,1431-12-16,Monday,November,Dhul-Hijjah,Center,Regular,300,No,12 hrs,SAR 9926.0,None,343702,0,5,3712,SAR 180958
5147,fil-3411,2010-11-22 00:00:00,1431-12-16,Monday,November,Dhul-Hijjah,Center,Hyper,760,Yes,24 hrs,SAR 74021.0,None,663448,0,11,5174,SAR 228174
5148,fil-3401,2010-11-23 00:00:00,1431-12-17,Tuesday,November,Dhul-Hijjah,Center,Hyper,445,Yes,24 hrs,SAR 47240.0,None,290437,0,10,3833,SAR 209606
5149,fil-3402,2010-11-23 00:00:00,1431-12-17,,November,Dhul-Hijjah,Center,Hyper,640,No,18 hrs,SAR 25040.0,None,667445,0,8,11044,SAR 512476
5150,fil-3403,2010-11-23 00:00:00,1431-12-17,Tuesday,Nov,Dhul-Hijjah,Center,Grande,1995,No,18 hrs,SAR 752898.0,Regular,729989,437993,6,7675,SAR 344502
5151,fil-3404,2010-11-23 00:00:00,1431-12-17,Tuesday,Nov,Dhul-Hijjah,,Grande,3125,Yes,18 hrs,SAR 348501.0,None,488474,0,2,6840,SAR 353045
5152,fil-3405,2010-11-23 00:00:00,1431-12-17,Tuesday,Nov,Dhul-Hijjah,Center,Hyper,925,Yes,12 hrs,SAR 16107.0,None,452590,0,5,6177,SAR 332808
5153,fil-3406,2010-11-23 00:00:00,1431-12-17,,November,Dhul-Hijjah,Border,Hyper,1645,Yes,24 hrs,SAR 20268.0,None,238074,0,2,3160,SAR 144271
5154,fil-3407,2010-11-23 00:00:00,1431-12-17,Tue,November,Dhul-Hijjah,Center,Hyper,870,Yes,12 hrs,SAR 11658.0,None,592127,0,10,3907,SAR 183125
5155,fil-3408,2010-11-23 00:00:00,1431-12-17,Tuesday,November,Dhul-Hijjah,Outskirts,Regular,1535,No,12 hrs,SAR 1082.0,Regular,174322,87161,1,2215,SAR 115360
5156,fil-3409,2010-11-23 00:00:00,1431-12-17,Tuesday,,Dhul-Hijjah,Border,,3070,No,12 hrs,SAR 157165.0,Regular,655005,262002,1,12764,SAR 639182
5157,fil-3410,2010-11-23 00:00:00,1431-12-17,,November,Dhul-Hijjah,Center,Regular,300,No,12 hrs,SAR 5966.0,Grand,343752,137500,5,6451,SAR 264943
5158,fil-3411,2010-11-23 00:00:00,1431-12-17,Tuesday,November,Dhul-Hijjah,Center,Hyper,760,Yes,24 hrs,SAR 81873.0,None,663199,0,11,7560,SAR 420143
5159,fil-3401,2010-11-24 00:00:00,1431-12-18,Wednesday,November,Dhul-Hijjah,Center,Hyper,445,Yes,24 hrs,SAR 43132.0,Grand,290412,116164,10,4007,SAR 202099
5160,fil-3402,2010-11-24 00:00:00,1431-12-18,Wednesday,November,Dhul-Hijjah,Center,Hyper,640,No,18 hrs,SAR 32797.0,None,667414,0,8,8222,SAR 430584
5161,fil-3403,2010-11-24 00:00:00,1431-12-18,Wed,,Dhul-Hijjah,Center,Grande,1995,No,18 hrs,SAR 830718.0,None,734026,0,6,8422,SAR 458175
5162,fil-3404,2010-11-24 00:00:00,1431-12-18,Wednesday,Nov,Dhul-Hijjah,Border,,3125,Yes,18 hrs,SAR 361167.0,Regular,488379,146513,2,9095,SAR 454899
5163,fil-3405,2010-11-24 00:00:00,1431-12-18,Wednesday,November,Dhul-Hijjah,Center,Hyper,925,Yes,12 hrs,SAR 10848.0,None,463325,0,5,7227,SAR 327272
5164,fil-3406,2010-11-24 00:00:00,1431-12-18,,November,Dhul-Hijjah,Border,Hyper,1645,Yes,24 hrs,SAR 21618.0,None,236395,0,2,2755,SAR 120716
5165,fil-3407,2010-11-24 00:00:00,1431-12-18,Wed,November,Dhul-Hijjah,Center,Hyper,870,Yes,12 hrs,SAR 10908.0,None,589886,0,10,4955,SAR 200239
5166,fil-3408,2010-11-24 00:00:00,1431-12-18,,,Dhul-Hijjah,,Regular,1535,No,12 hrs,SAR 1264.0,None,174223,0,1,1914,SAR 81407
5167,fil-3409,2010-11-24 00:00:00,1431-12-18,Wednesday,November,Dhul-Hijjah,Border,Grande,3070,No,12 hrs,SAR 147521.0,Regular,650805,325402,1,13573,SAR 675933
5168,fil-3410,2010-11-24 00:00:00,1431-12-18,Wednesday,November,Dhul-Hijjah,Center,Regular,300,No,12 hrs,SAR 6893.0,Regular,344364,103309,5,6637,SAR 316509
5169,fil-3411,2010-11-24 00:00:00,1431-12-18,Wednesday,November,Dhul-Hijjah,Center,Hyper,760,Yes,24 hrs,SAR 80754.0,Grand,663138,397882,11,4376,SAR 224759
5170,fil-3401,2010-11-25 00:00:00,1431-12-19,Thursday,November,Dhul-Hijjah,Center,Hyper,445,Yes,24 hrs,SAR 49717.0,Regular,293155,87946,10,2638,SAR 107090
5171,fil-3402,2010-11-25 00:00:00,1431-12-19,Thursday,November,Dhul-Hijjah,Center,Hyper,640,No,18 hrs,SAR 34859.0,Grand,668092,267236,8,5177,SAR 286449
5172,fil-3403,2010-11-25 00:00:00,1431-12-19,Thursday,November,Dhul-Hijjah,Center,Grande,1995,No,18 hrs,SAR 700416.0,None,730818,0,6,11541,SAR 587105
5173,fil-3404,2010-11-25 00:00:00,1431-12-19,Thursday,November,Dhul-Hijjah,,Grande,3125,Yes,18 hrs,SAR 389498.0,None,488801,0,2,5324,SAR 244359
5174,fil-3405,2010-11-25 00:00:00,1431-12-19,Thursday,November,Dhul-Hijjah,Center,Hyper,925,Yes,12 hrs,SAR 20145.0,Regular,452796,226398,5,4414,SAR 222209
5175,fil-3406,2010-11-25 00:00:00,1431-12-19,Thursday,November,Dhul-Hijjah,Border,Hyper,1645,Yes,24 hrs,SAR 21201.0,None,236395,0,2,2885,SAR 135981
5176,fil-3407,2010-11-25 00:00:00,1431-12-19,,November,Dhul-Hijjah,Center,,870,Yes,12 hrs,SAR 14206.0,None,589485,0,10,8488,SAR 448665
5177,fil-3408,2010-11-25 00:00:00,1431-12-19,Thursday,November,Dhul-Hijjah,Outskirts,,1535,No,12 hrs,SAR 876.0,None,181165,0,1,2192,SAR 118346
5178,fil-3409,2010-11-25 00:00:00,1431-12-19,Thursday,,Dhul-Hijjah,Border,Grande,3070,No,12 hrs,SAR 123149.0,None,655158,0,1,10335,SAR 414199
5179,fil-3410,2010-11-25 00:00:00,1431-12-19,Thursday,,Dhul-Hijjah,Center,Regular,300,No,12 hrs,SAR 8325.0,Regular,344118,103235,5,6490,SAR 333990
5180,fil-3411,2010-11-25 00:00:00,1431-12-19,Thursday,,Dhul-Hijjah,Center,Hyper,760,Yes,24 hrs,SAR 82730.0,Regular,667411,400446,11,8809,SAR 437858
5181,fil-3401,2010-11-26 00:00:00,1431-12-20,Friday,November,Dhul-Hijjah,Center,Hyper,445,Yes,24 hrs,SAR 56850.0,Regular,293202,87960,10,4921,SAR 284520
5182,fil-3402,2010-11-26 00:00:00,1431-12-20,Friday,November,Dhul-Hijjah,Center,Hyper,640,No,18 hrs,SAR 25676.0,Regular,667430,333715,8,6695,SAR 267087
5183,fil-3403,2010-11-26 00:00:00,1431-12-20,Friday,Nov,Dhul-Hijjah,Center,,1995,No,18 hrs,SAR 777752.0,Grand,730834,365417,6,6811,SAR 390435
5184,fil-3404,2010-11-26 00:00:00,1431-12-20,Friday,November,Dhul-Hijjah,Border,Grande,3125,Yes,18 hrs,SAR 344853.0,None,490134,0,2,10232,SAR 555039
5185,fil-3405,2010-11-26 00:00:00,1431-12-20,Friday,Nov,Dhul-Hijjah,Center,Hyper,925,Yes,12 hrs,SAR 17876.0,None,452530,0,5,7358,SAR 345362
5186,fil-3406,2010-11-26 00:00:00,1431-12-20,Friday,November,Dhul-Hijjah,Border,Hyper,1645,Yes,24 hrs,SAR 24674.0,Regular,236433,141859,2,3101,SAR 166590
5187,fil-3407,2010-11-26 00:00:00,1431-12-20,Friday,November,Dhul-Hijjah,Center,Hyper,870,Yes,12 hrs,SAR 12844.0,None,589475,0,10,7300,SAR 358583
5188,fil-3408,2010-11-26 00:00:00,1431-12-20,Friday,November,Dhul-Hijjah,Outskirts,Regular,1535,No,12 hrs,SAR 1067.0,None,175982,0,1,2887,SAR 115632
5189,fil-3409,2010-11-26 00:00:00,1431-12-20,Friday,,Dhul-Hijjah,,Grande,3070,No,12 hrs,SAR 153413.0,None,650951,0,1,6984,SAR 380725
5190,fil-3410,2010-11-26 00:00:00,1431-12-20,Friday,,Dhul-Hijjah,,Regular,300,No,12 hrs,SAR 7854.0,None,350766,0,5,7769,SAR 449586
5191,fil-3411,2010-11-26 00:00:00,1431-12-20,Friday,,Dhul-Hijjah,Center,Hyper,760,Yes,24 hrs,SAR 78528.0,Regular,663730,265492,11,6687,SAR 310128
5192,fil-3401,2010-11-27 00:00:00,1431-12-21,Saturday,November,Dhul-Hijjah,Center,Hyper,445,Yes,24 hrs,SAR 43497.0,None,290570,0,10,2182,SAR 125879
5193,fil-3402,2010-11-27 00:00:00,1431-12-21,Saturday,November,Dhul-Hijjah,Center,,640,No,18 hrs,SAR 35309.0,Regular,674618,202385,8,13515,SAR 682343
5194,fil-3403,2010-11-27 00:00:00,1431-12-21,Saturday,Nov,Dhul-Hijjah,Center,Grande,1995,No,18 hrs,SAR 713618.0,Regular,729750,364875,6,12491,SAR 711437
5195,fil-3404,2010-11-27 00:00:00,1431-12-21,Saturday,November,Dhul-Hijjah,Border,Grande,3125,Yes,18 hrs,SAR 326277.0,Grand,499831,199932,2,8964,SAR 420704
5196,fil-3405,2010-11-27 00:00:00,1431-12-21,,November,Dhul-Hijjah,Center,Hyper,925,Yes,12 hrs,SAR 19523.0,None,459738,0,5,3884,SAR 182934
5197,fil-3406,2010-11-27 00:00:00,1431-12-21,Saturday,,Dhul-Hijjah,Border,Hyper,1645,Yes,24 hrs,SAR 23548.0,None,243605,0,2,3938,SAR 214955
5198,fil-3407,2010-11-27 00:00:00,1431-12-21,Saturday,,Dhul-Hijjah,Center,Hyper,870,Yes,12 hrs,SAR 12996.0,Regular,589501,235800,10,6255,SAR 311669
5199,fil-3408,2010-11-27 00:00:00,1431-12-21,Sat,,Dhul-Hijjah,Outskirts,Regular,1535,No,12 hrs,SAR 1020.0,None,185679,0,1,1919,SAR 75018
5200,fil-3409,2010-11-27 00:00:00,1431-12-21,Saturday,November,Dhul-Hijjah,Border,,3070,No,12 hrs,SAR 152959.0,None,650805,0,1,15162,SAR 750850
5201,fil-3410,2010-11-27 00:00:00,1431-12-21,Saturday,November,Dhul-Hijjah,Center,Regular,300,No,12 hrs,SAR 7231.0,None,355148,0,5,7617,SAR 404460
5202,fil-3411,2010-11-27 00:00:00,1431-12-21,Saturday,November,Dhul-Hijjah,Center,Hyper,760,Yes,24 hrs,SAR 84942.0,None,667570,0,11,10053,SAR 519554
5203,fil-3401,2010-11-28 00:00:00,1431-12-22,Sunday,November,Dhul-Hijjah,Center,Hyper,445,Yes,24 hrs,SAR 46866.0,None,290506,0,10,4008,SAR 201665
5204,fil-3402,2010-11-28 00:00:00,1431-12-22,Sunday,November,Dhul-Hijjah,Center,Hyper,640,No,18 hrs,SAR 30702.0,None,672024,0,8,7206,SAR 298558
5205,fil-3403,2010-11-28 00:00:00,1431-12-22,Sunday,,Dhul-Hijjah,Center,Grande,1995,No,18 hrs,SAR 902564.0,Regular,737075,294830,6,11872,SAR 563005
5206,fil-3404,2010-11-28 00:00:00,1431-12-22,Sun,Nov,Dhul-Hijjah,Border,Grande,3125,Yes,18 hrs,SAR 366642.0,Regular,489086,244543,2,5155,SAR 212488
5207,fil-3405,2010-11-28 00:00:00,1431-12-22,Sunday,November,Dhul-Hijjah,Center,Hyper,925,Yes,12 hrs,SAR 16567.0,Grand,455426,227713,5,5328,SAR 227588
5208,fil-3406,2010-11-28 00:00:00,1431-12-22,Sunday,Nov,Dhul-Hijjah,Border,Hyper,1645,Yes,24 hrs,SAR 25017.0,None,236401,0,2,2855,SAR 120111
5209,fil-3407,2010-11-28 00:00:00,1431-12-22,Sunday,November,Dhul-Hijjah,Center,Hyper,870,Yes,12 hrs,SAR 12476.0,None,589465,0,10,5305,SAR 264794
5210,fil-3408,2010-11-28 00:00:00,1431-12-22,,November,Dhul-Hijjah,Outskirts,Regular,1535,No,12 hrs,SAR 1085.0,Regular,176039,105623,1,2678,SAR 135372
5211,fil-3409,2010-11-28 00:00:00,1431-12-22,Sunday,,Dhul-Hijjah,Border,Grande,3070,No,12 hrs,SAR 133289.0,None,650806,0,1,6729,SAR 315412
5212,fil-3410,2010-11-28 00:00:00,1431-12-22,Sunday,November,Dhul-Hijjah,Center,Regular,300,No,12 hrs,SAR 6762.0,None,344136,0,5,6139,SAR 309771
5213,fil-3411,2010-11-28 00:00:00,1431-12-22,Sunday,November,Dhul-Hijjah,Center,Hyper,760,Yes,24 hrs,SAR 89880.0,None,663048,0,11,5967,SAR 346573
5214,fil-3401,2010-11-29 00:00:00,1431-12-23,Mon,Nov,Dhul-Hijjah,Center,,445,Yes,24 hrs,SAR 48394.0,None,302321,0,10,1813,SAR 84274
5215,fil-3402,2010-11-29 00:00:00,1431-12-23,Monday,November,Dhul-Hijjah,Center,Hyper,640,No,18 hrs,SAR 33997.0,None,667473,0,8,5734,SAR 285347
5216,fil-3403,2010-11-29 00:00:00,1431-12-23,Monday,November,Dhul-Hijjah,Center,Grande,1995,No,18 hrs,SAR 838660.0,None,729730,0,6,5604,SAR 295109
5217,fil-3404,2010-11-29 00:00:00,1431-12-23,Monday,November,Dhul-Hijjah,Border,Grande,3125,Yes,18 hrs,SAR 364768.0,Regular,488480,146544,2,4997,SAR 252953
5218,fil-3405,2010-11-29 00:00:00,1431-12-23,Monday,November,Dhul-Hijjah,Center,Hyper,925,Yes,12 hrs,SAR 19615.0,Regular,453251,135975,5,6776,SAR 291402
5219,fil-3406,2010-11-29 00:00:00,1431-12-23,Monday,November,Dhul-Hijjah,Border,Hyper,1645,Yes,24 hrs,SAR 25166.0,Grand,248316,124158,2,4228,SAR 222788
5220,fil-3407,2010-11-29 00:00:00,1431-12-23,Monday,November,Dhul-Hijjah,Center,Hyper,870,Yes,12 hrs,SAR 17096.0,None,589469,0,10,7780,SAR 358087
5221,fil-3408,2010-11-29 00:00:00,1431-12-23,Monday,November,Dhul-Hijjah,Outskirts,Regular,1535,No,12 hrs,SAR 1135.0,None,178920,0,1,3880,SAR 206043
5222,fil-3409,2010-11-29 00:00:00,1431-12-23,Monday,November,Dhul-Hijjah,Border,,3070,No,12 hrs,SAR 144152.0,Regular,650822,195246,1,9829,SAR 511845
5223,fil-3410,2010-11-29 00:00:00,1431-12-23,Monday,November,Dhul-Hijjah,Center,Regular,300,No,12 hrs,SAR 8166.0,None,343690,0,5,6026,SAR 290552
5224,fil-3411,2010-11-29 00:00:00,1431-12-23,Mon,November,Dhul-Hijjah,Center,Hyper,760,Yes,24 hrs,SAR 78636.0,None,663210,0,11,5173,SAR 263071
5225,fil-3401,2010-11-30 00:00:00,1431-12-24,,November,Dhul-Hijjah,Center,Hyper,445,Yes,24 hrs,SAR 53682.0,None,298029,0,10,1966,SAR 90936
5226,fil-3402,2010-11-30 00:00:00,1431-12-24,,Nov,Dhul-Hijjah,Center,Hyper,640,No,18 hrs,SAR 40585.0,None,669285,0,8,8567,SAR 446360
5227,fil-3403,2010-11-30 00:00:00,1431-12-24,,Nov,Dhul-Hijjah,Center,Grande,1995,No,18 hrs,SAR 835728.0,None,730185,0,6,12080,SAR 566312
5228,fil-3404,2010-11-30 00:00:00,1431-12-24,Tuesday,November,Dhul-Hijjah,Border,Grande,3125,Yes,18 hrs,SAR 359106.0,None,488386,0,2,4418,SAR 209796
